Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N75	NG75	L50	LG50	L75	LG75	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NA50	NGA50	NA75	NGA75	LA50	LGA50	LA75	LGA75
ERR4853594	173	137	68	35	6	1	1128142	1107935	910197	682500	216663	59138	157	59138	1123554	1139457	52.74	52.70	13509	13509	5911	5833	26	26	56	58	0	0	0	6	0	0	0	3 + 12 part	19033	98.884	1.004	0.00	8.36	10.82	59138	1102702	13461	13407	5833	5697	26	27	58	60
ERR4853595	1003	282	0	0	0	0	866760	425118	0	0	0	0	772	4459	768433	1139457	52.66	52.70	1054	749	741	-	243	451	460	-	2	2	2226	1	0	0	0	6 + 9 part	13987	67.480	1.005	0.00	50.61	10.39	4459	753466	1037	729	722	-	248	461	470	-
ERR4853596	20	7	6	6	5	5	1134408	1127137	1126131	1126131	1109376	1109376	14	448803	1132935	1139457	52.75	52.70	175180	175180	162639	162639	2	2	4	4	0	0	0	11	0	0	0	2 + 8 part	20659	99.834	1.001	0.00	4.59	10.71	443512	1111635	175031	175031	161298	161298	2	2	4	4
ERR4853597	30	13	12	11	7	5	1135145	1127253	1126247	1116615	1039922	970337	20	340195	1133062	1139457	52.75	52.70	258637	258637	130323	130323	2	2	4	4	0	0	0	10	0	0	0	2 + 10 part	20632	99.841	1.001	0.00	4.95	11.25	330233	1111906	257797	257797	129007	129007	2	2	4	4
ERR4853598	34	14	12	11	9	5	1129754	1120979	1116309	1110774	1075624	917442	21	537093	1126938	1139457	52.75	52.70	129612	129612	82888	82888	2	2	4	4	1	1	82888	12	0	0	0	1 + 9 part	19671	99.368	1.001	0.00	3.98	10.49	526411	1106659	128296	128296	61610	61610	2	2	5	5
ERR4853599	107	71	51	38	15	4	1130700	1117666	1073341	974994	606955	227274	81	63917	1125648	1139457	52.75	52.70	27941	27941	14900	14898	14	14	28	29	0	0	0	9	0	0	0	1 + 14 part	20017	99.195	1.002	0.00	10.69	10.33	63917	1105048	26659	26659	14883	14845	14	14	29	30
ERR4853600	243	197	75	28	3	0	1121156	1092224	778286	441060	86617	0	233	30385	1117980	1139457	52.73	52.70	8007	7884	4239	3818	41	43	89	93	5	4	31252	7	0	0	2	2 + 13 part	19042	98.350	1.004	0.00	112.39	14.25	30385	1097365	7729	7594	3818	3582	42	44	92	97
ERR4853601	49	27	25	22	14	10	1129472	1121590	1116274	1098382	960298	815191	33	147938	1126610	1139457	52.74	52.70	67137	67137	43425	43425	6	6	11	11	1	1	59220	10	0	0	0	1 + 10 part	19744	99.320	1.002	0.00	4.89	9.95	147938	1106251	67137	67137	43425	34057	6	6	11	12
ERR4853602	37	16	15	12	10	7	1131076	1122553	1121547	1101512	1060910	934393	23	299185	1128352	1139457	52.75	52.70	149710	149710	73238	73238	3	3	6	6	0	0	0	9	0	0	0	2 + 7 part	18550	99.360	1.004	0.00	4.52	10.31	294759	1106306	144280	144280	72590	72590	3	3	6	6
ERR4853603	129	91	64	41	11	1	1127521	1108054	1041368	872868	396137	56885	111	56885	1122966	1139457	52.80	52.70	18877	18226	10965	10510	19	20	39	40	0	0	0	10	0	0	1	2 + 13 part	19969	98.850	1.003	0.00	26.64	11.46	55581	1101816	18226	18226	10258	10205	20	20	40	41
ERR4853604	60	44	39	31	17	4	1130240	1122483	1106773	1043438	791204	356062	51	170208	1128292	1139457	52.75	52.70	35043	35043	23184	23184	10	10	20	20	0	0	0	11	0	0	0	2 + 11 part	20890	99.348	1.002	0.00	4.34	10.67	164594	1106740	32962	32962	22867	22786	10	10	20	21
ERR4853605	36	18	16	14	12	6	1129480	1120110	1113405	1100949	1073175	860524	27	352306	1127261	1139457	52.75	52.70	115576	115576	75530	75530	3	3	6	6	0	0	0	11	0	0	0	1 + 9 part	19824	99.369	1.002	0.00	3.98	10.22	347028	1106781	115520	115520	69885	44520	3	3	6	7
ERR4853606	296	225	63	22	3	0	1118342	1074242	638575	347858	89570	0	276	34966	1113150	1139457	52.72	52.70	6390	6038	3547	3234	49	51	109	115	3	3	16440	7	0	0	1	2 + 12 part	19596	97.864	1.004	0.00	12.76	9.55	34966	1092397	6038	5843	3308	3019	51	53	113	120
ERR4853607	974	253	1	0	0	0	858058	404664	5058	0	0	0	761	5058	764474	1139457	52.46	52.70	1064	754	747	-	232	445	450	-	4	3	6720	3	0	0	1	6 + 7 part	13776	66.936	1.008	0.00	130.77	13.96	5058	747709	1042	730	724	-	238	457	462	-
ERR4853608	627	370	28	1	0	0	1056607	886639	174257	10037	0	0	565	10037	1030131	1139457	52.69	52.70	2361	2179	1387	1132	133	157	275	341	4	3	10443	1	0	0	2	2 + 15 part	17394	90.507	1.006	0.00	124.02	14.60	10037	1011177	2314	2113	1337	1054	135	160	282	350
ERR4853609	898	359	2	0	0	0	966772	625233	10423	0	0	0	741	5299	898689	1139457	52.50	52.70	1392	1098	910	576	211	307	410	660	2	2	2422	0	0	0	1	4 + 6 part	11824	79.211	1.006	0.00	131.72	13.73	5299	884478	1380	1076	882	552	214	313	419	679
ERR4853610	18	6	5	5	4	4	1134288	1127244	1126238	1126238	1109471	1109471	13	598822	1133044	1139457	52.75	52.70	598822	598822	172821	172821	1	1	3	3	0	0	0	12	0	0	0	2 + 7 part	20634	99.843	1.001	0.00	4.77	10.62	587925	1111771	587925	587925	169424	169424	1	1	3	3
ERR4853611	20	6	5	5	4	3	1129430	1122042	1121036	1121036	1104280	1060855	13	598775	1127840	1139457	52.75	52.70	598775	598775	335342	335342	1	1	2	2	1	1	126738	12	0	0	0	2 + 6 part	20618	99.384	1.001	0.00	6.15	10.76	587989	1106704	587989	587989	330604	330604	1	1	2	2
ERR4853612	791	382	7	0	0	0	1014213	748735	42851	0	0	0	697	7522	973612	1139457	52.71	52.70	1694	1463	1030	760	181	234	364	504	1	1	6386	2	0	0	3	4 + 9 part	16932	85.436	1.006	0.00	45.86	11.36	7522	954260	1652	1415	991	708	186	241	377	525
ERR4853613	130	106	57	39	13	1	1126873	1112187	969987	845117	449722	64090	122	64090	1124884	1139457	52.73	52.70	17298	17298	10100	9582	19	19	39	40	0	0	0	9	0	0	1	1 + 12 part	20239	99.061	1.002	0.00	23.41	10.98	62786	1104033	16725	16260	9546	9076	19	20	41	42
ERR4853614	22	6	6	6	5	4	1129028	1120895	1120895	1120895	1104165	1060764	13	448894	1126859	1139457	52.75	52.70	335347	335347	149850	149850	2	2	3	3	1	1	126673	11	0	0	0	1 + 7 part	19765	99.381	1.001	0.00	5.34	11.12	443726	1106650	330594	330594	144262	144262	2	2	3	3
ERR4853615	21	7	6	6	5	4	1129633	1122228	1121222	1121222	1104457	1061032	14	598818	1128027	1139457	52.75	52.70	598818	598818	126725	126725	1	1	3	3	1	1	126725	11	0	0	0	2 + 6 part	19962	99.386	1.002	0.00	3.16	10.49	588044	1106766	588044	588044	125868	125868	1	1	3	3
ERR4853616	253	200	76	25	1	0	1116541	1083595	777618	408698	28226	0	237	28226	1111036	1139457	52.70	52.70	8253	7954	4419	3848	41	43	88	94	3	2	8764	10	0	0	1	1 + 11 part	18813	97.739	1.004	0.00	106.94	14.53	26912	1089688	8045	7866	4010	3552	42	44	91	97
ERR4853617	109	71	51	29	13	2	1139259	1119134	1069632	910984	681691	280860	92	208754	1134172	1139457	52.63	52.70	32893	30473	12020	12020	9	10	24	24	6	4	225582	7	0	0	2	8 + 12 part	28462	99.015	1.004	0.00	113.09	14.52	142831	1103369	30473	30473	11295	11295	11	11	26	26
ERR4853618	197	137	71	35	6	1	1149671	1120217	943299	695000	233619	89234	161	89234	1135878	1139457	52.60	52.70	13505	13505	6351	6262	25	25	55	56	4	3	11033	11	0	0	2	11 + 12 part	35932	98.480	1.004	0.00	111.70	15.88	89234	1097965	13060	13060	5959	5823	26	26	57	58
ERR4853619	173	144	78	35	7	0	1123326	1106992	911195	620082	243720	0	162	47445	1120408	1139457	52.72	52.70	10261	10247	6073	5518	30	31	65	68	3	2	2015	9	0	0	0	0 + 14 part	19502	98.647	1.003	0.00	116.61	15.12	47445	1099791	10247	10239	5696	5316	30	31	67	69
ERR4853620	39	23	21	18	12	8	1129670	1122430	1115953	1094709	1015481	891135	29	213554	1127344	1139457	52.74	52.70	106931	106931	59475	59475	4	4	8	8	0	0	0	10	0	0	0	2 + 10 part	20599	99.339	1.001	0.00	4.34	10.68	209211	1106289	105615	92559	59443	59443	4	5	8	8
ERR4853621	527	337	40	5	0	0	1094569	971658	314156	77925	0	0	474	23997	1073456	1139457	52.71	52.70	3194	3049	1700	1515	97	108	213	244	3	2	10965	3	0	0	2	2 + 16 part	20399	94.094	1.006	0.00	38.87	12.89	23997	1051675	3137	2842	1645	1434	100	111	221	254
ERR4853622	978	251	1	0	0	0	838673	394582	5769	0	0	0	750	5769	740272	1139457	52.70	52.70	1044	700	722	-	228	462	442	-	3	2	6425	1	0	0	1	4 + 12 part	18669	64.502	1.005	0.00	52.53	12.40	4040	719959	1007	673	690	-	239	483	462	-
ERR4853623	64	49	37	29	14	7	1135862	1130312	1104869	1044203	779008	498356	52	80132	1132734	1139457	52.73	52.70	48235	48235	19999	19999	9	9	18	18	1	1	1067	9	0	0	0	1 + 11 part	23600	99.382	1.003	0.00	29.66	13.11	77237	1108251	48235	48235	19423	18585	9	9	18	19
ERR4853624	597	345	33	4	0	0	1084295	920015	260180	54894	0	0	536	15896	1059159	1139457	52.65	52.70	2657	2439	1500	1239	112	128	242	287	3	2	10806	3	0	0	1	6 + 8 part	18896	92.842	1.007	0.00	49.95	13.16	15896	1037296	2591	2419	1393	1154	115	131	250	297
ERR4853625	21	6	5	5	4	4	1134511	1127074	1126068	1126068	1109313	1109313	13	598771	1132883	1139457	52.75	52.70	598771	598771	175152	175152	1	1	3	3	0	0	0	12	0	0	0	2 + 6 part	20241	99.837	1.002	0.00	7.20	10.80	587658	1111393	587658	587658	175013	175013	1	1	3	3
ERR4853626	765	358	10	0	0	0	1027031	765321	62260	0	0	0	654	7935	978370	1139457	52.54	52.70	1935	1623	1083	795	158	203	328	458	2	2	1321	0	0	0	3	5 + 10 part	16543	85.949	1.006	0.00	43.08	10.35	7935	960499	1875	1556	1047	743	162	209	338	475
ERR4853627	952	334	1	0	0	0	953453	564693	5509	0	0	0	756	5509	870110	1139457	52.53	52.70	1280	992	847	527	220	340	429	726	2	1	2495	1	0	0	1	6 + 10 part	14749	76.411	1.006	0.00	122.20	12.82	5509	853316	1261	964	827	-	225	348	441	-
ERR4853628	749	369	14	1	0	0	1028051	777066	94323	12944	0	0	663	12944	990895	1139457	52.55	52.70	1872	1596	1093	820	165	207	337	455	3	3	3401	0	0	0	3	3 + 10 part	15213	87.166	1.006	0.00	119.80	13.40	11650	973470	1830	1544	1055	773	169	213	348	471
ERR4853629	103	79	51	39	13	3	1128212	1114933	1039591	956111	540230	169069	92	62871	1125384	1139457	52.74	52.70	24663	22744	13417	13301	14	15	30	31	0	0	0	8	0	0	1	1 + 13 part	19671	99.140	1.002	0.00	7.43	10.52	62871	1104769	22691	22691	13126	12993	15	15	31	32
ERR4853630	538	345	45	5	0	0	1083704	964036	327149	62274	0	0	482	17784	1061188	1139457	52.62	52.70	3156	2784	1688	1408	98	111	216	255	2	1	1299	4	0	0	2	5 + 10 part	18052	93.218	1.006	0.00	113.47	13.79	17784	1041041	2960	2740	1627	1359	99	113	222	262
ERR4853631	24	7	6	6	5	5	1134893	1126946	1125940	1125940	1109184	1109184	14	448848	1132744	1139457	52.75	52.70	208759	208759	149803	149803	2	2	4	4	0	0	0	9	0	0	0	2 + 7 part	19803	99.845	1.002	0.00	6.21	10.98	443687	1111671	204744	204744	144270	144270	2	2	4	4
ERR4853632	728	271	4	0	0	0	790705	519503	27608	0	0	0	558	9237	718957	1139457	54.26	52.70	1549	843	937	-	141	326	292	-	0	0	0	0	0	0	1	3 + 9 part	13967	62.958	1.006	0.00	25.12	12.28	9237	702683	1477	803	889	-	146	339	303	-
ERR4853633	403	252	64	18	1	0	1096033	995307	576968	253926	27788	0	365	27788	1081203	1139457	52.82	52.70	5701	5112	2397	1964	58	63	135	155	1	1	1067	8	0	0	0	2 + 12 part	17798	95.052	1.005	0.00	16.64	11.35	27053	1061785	5466	4736	2303	1879	60	65	140	161
ERR4853634	638	354	27	2	0	0	1048767	867562	183597	20209	0	0	555	10115	1015096	1139457	52.98	52.70	2451	2175	1315	1035	122	149	262	342	0	0	0	6	0	0	1	7 + 10 part	17166	89.174	1.006	0.00	16.33	11.49	10115	995624	2410	2127	1276	999	124	152	268	350
ERR4853635	544	336	41	5	0	0	1075630	947319	292708	62942	0	0	472	16190	1046480	1139457	52.96	52.70	3450	3076	1671	1375	98	112	210	256	2	2	7293	2	0	0	1	2 + 12 part	16892	92.206	1.003	0.00	22.71	11.40	16190	1028809	3366	2932	1605	1291	99	114	218	266
ERR4853636	429	256	56	15	0	0	1077121	971582	479452	197017	0	0	369	21768	1053029	1139457	53.10	52.70	4584	4156	2468	1941	66	76	146	176	1	1	7235	6	0	0	1	1 + 13 part	17831	92.582	1.005	0.00	16.60	11.75	21768	1033144	4475	3915	2362	1872	68	78	150	182
ERR4853637	804	292	15	1	0	0	920018	606042	92988	10725	0	0	635	10725	848024	1139457	53.36	52.70	1576	1082	930	-	146	257	324	-	1	1	550	5	0	0	1	3 + 12 part	14368	74.480	1.006	0.00	24.98	12.55	10725	831583	1565	1047	901	-	150	265	333	-
ERR4853638	956	301	1	0	0	0	870069	458814	6668	0	0	0	767	6668	788513	1139457	52.71	52.70	1125	807	781	-	240	426	453	-	3	3	9100	0	0	0	0	8 + 10 part	15822	69.113	1.005	0.00	33.81	9.75	6066	771797	1088	783	749	-	246	437	465	-
ERR4853639	868	178	2	0	0	0	680433	282427	10830	0	0	0	582	5780	558540	1139457	53.35	52.70	1013	-	699	-	175	-	344	-	2	2	3020	2	0	0	1	5 + 6 part	9911	48.965	1.007	0.00	36.71	9.73	5780	546559	982	-	674	-	178	-	352	-
ERR4853640	77	51	40	30	19	6	1130337	1119069	1086052	1015562	851587	387041	60	81951	1126760	1139457	52.74	52.70	41597	41597	25604	22573	10	10	19	20	0	0	0	10	0	0	0	1 + 12 part	19821	99.291	1.002	0.00	5.88	10.05	81951	1106265	35293	35293	21003	21003	11	11	20	20
ERR4853641	81	61	46	31	14	4	1129149	1118278	1068079	965696	720011	334832	71	126974	1126658	1139457	52.73	52.70	38274	38274	15009	15009	10	10	22	22	0	0	0	11	0	0	0	2 + 12 part	20568	99.218	1.002	0.00	6.07	10.42	121360	1105479	38274	38274	15009	13907	10	10	22	23
ERR4853642	920	327	4	0	0	0	933623	562116	24406	0	0	0	749	7112	859738	1139457	52.28	52.70	1298	983	839	515	212	335	418	739	0	0	0	0	0	0	0	8 + 8 part	12788	75.629	1.006	0.00	28.64	9.86	7112	844725	1293	962	824	-	213	339	424	-
ERR4853643	91	69	49	37	16	4	1128564	1116637	1069392	975476	637025	243507	81	82433	1126323	1139457	52.73	52.70	27209	27209	15214	14795	14	14	27	28	1	1	835	8	0	0	0	2 + 14 part	19931	99.157	1.003	0.00	7.16	10.69	82433	1105505	27180	27180	13264	13257	14	14	28	29
ERR4853644	142	118	63	35	9	2	1125558	1112114	960133	754612	346370	125027	131	64915	1122722	1139457	52.72	52.70	16291	15115	8245	7578	20	21	45	47	1	1	1067	10	0	0	0	2 + 12 part	19500	98.854	1.003	0.00	8.45	10.64	64915	1102501	15115	15115	7576	7563	21	21	47	48
ERR4853645	37	23	20	19	12	6	1129715	1121928	1115403	1110187	971835	742618	30	274420	1127753	1139457	52.74	52.70	83387	83387	42396	42396	4	4	9	9	0	0	0	11	0	0	0	2 + 11 part	21008	99.343	1.001	0.00	3.71	10.49	270021	1106216	83387	83387	42396	42396	4	4	9	9
ERR4853646	1012	219	2	0	0	0	815223	324858	12553	0	0	0	759	6439	704156	1139457	53.09	52.70	950	647	710	-	248	523	462	-	2	2	1969	0	0	0	1	12 + 4 part	13216	61.627	1.008	0.00	39.23	10.94	6439	688172	944	628	688	-	252	534	471	-
ERR4853647	442	310	58	6	0	0	1105940	1020823	423958	89757	0	0	413	19152	1095980	1139457	52.63	52.70	3830	3721	2204	2102	87	93	181	196	1	1	2362	4	0	0	4	5 + 14 part	20226	96.303	1.004	0.00	13.62	9.43	19133	1075359	3768	3686	2135	1940	88	94	185	201
ERR4853648	365	278	60	17	1	0	1115975	1058650	528598	229197	30629	0	346	30629	1109441	1139457	52.67	52.70	4716	4630	2547	2393	66	69	145	154	2	2	20905	7	0	0	1	3 + 14 part	19978	97.462	1.005	0.00	12.91	10.05	30629	1088518	4630	4555	2506	2254	68	71	149	158
ERR4853649	944	351	1	0	0	0	918190	549947	6225	0	0	0	755	6225	835400	1139457	52.53	52.70	1238	960	837	-	232	372	435	-	1	1	1315	2	0	0	0	6 + 7 part	13896	73.388	1.006	0.00	41.64	12.12	5776	819466	1209	919	817	-	238	381	446	-
ERR4853650	695	380	20	0	0	0	1059726	857603	130933	0	0	0	608	8798	1023229	1139457	52.62	52.70	2142	1922	1258	1014	144	172	301	378	3	3	9003	1	0	0	1	4 + 10 part	15273	90.060	1.006	0.00	25.05	11.08	8798	1006386	2098	1814	1226	966	147	176	309	389
ERR4853651	21	6	5	5	4	4	1134556	1127097	1126091	1126091	1109335	1109335	13	598817	1132906	1139457	52.75	52.70	598817	598817	175123	175123	1	1	3	3	0	0	0	11	0	0	0	2 + 6 part	19849	99.845	1.002	0.00	4.68	11.34	587913	1111635	587913	587913	175012	175012	1	1	3	3
ERR4853652	22	8	8	8	7	4	1129668	1122899	1122899	1122899	1106144	998763	14	600492	1127803	1139457	52.75	52.70	600492	600492	126656	126656	1	1	3	3	1	1	126656	11	0	0	0	2 + 5 part	19884	99.382	1.002	0.00	3.35	10.31	587903	1106589	587903	587903	125863	125863	1	1	3	3
ERR4853653	70	47	32	20	13	7	1131044	1122359	1083013	991027	874682	661858	54	162846	1128227	1139457	52.75	52.70	67172	67172	25398	25384	6	6	12	13	0	0	0	10	0	0	1	2 + 11 part	20317	99.374	1.002	0.00	5.34	10.49	158501	1107259	65856	65856	25384	25384	6	6	13	13
ERR4853654	939	330	1	0	0	0	935195	550416	5333	0	0	0	768	5333	863671	1139457	52.64	52.70	1256	967	823	512	224	350	437	751	1	1	2781	1	0	0	1	7 + 6 part	9763	76.146	1.008	0.00	32.81	10.50	5333	849951	1236	951	802	-	228	356	446	-
ERR4853655	667	325	22	3	0	0	1034827	817817	153860	32479	0	0	575	11567	997310	1139457	53.02	52.70	2380	2044	1287	900	122	154	264	364	0	0	0	3	0	0	1	2 + 14 part	16351	87.649	1.006	0.00	23.79	10.97	11567	978991	2359	1974	1226	858	124	157	271	377
ERR4853656	692	195	10	2	0	0	742943	455731	68862	21984	0	0	489	11355	655256	1139457	53.94	52.70	1762	663	854	-	97	340	234	-	0	0	0	2	0	0	2	3 + 12 part	14007	57.393	1.004	0.00	24.90	12.37	11355	640263	1692	624	800	-	100	357	246	-
ERR4853657	670	326	19	3	0	0	1004313	781696	140371	35232	0	0	573	12608	963878	1139457	53.03	52.70	2262	1806	1204	826	124	168	272	406	3	3	12955	4	0	0	1	2 + 12 part	16973	84.572	1.006	0.00	24.55	12.01	12391	944711	2165	1767	1098	754	129	174	284	425
ERR4853658	259	206	74	20	3	0	1118474	1087476	739354	356002	86610	0	242	33023	1113755	1139457	52.77	52.70	7306	7238	3852	3705	44	46	96	101	1	1	14726	11	0	0	0	2 + 13 part	20171	97.987	1.003	0.00	11.19	10.64	33023	1092870	7182	6940	3705	3532	46	48	101	106
ERR4853659	535	328	32	8	0	0	1080530	952331	262847	101301	0	0	468	17345	1055566	1139457	52.81	52.70	3231	2932	1773	1459	98	111	208	247	1	1	1713	1	0	0	3	3 + 12 part	19361	92.784	1.004	0.00	17.92	10.07	17345	1035471	3111	2831	1696	1358	100	114	214	255
ERR4853660	940	172	1	0	0	0	706052	253848	5254	0	0	0	653	5254	580696	1139457	53.26	52.70	917	509	656	-	211	632	398	-	2	2	3358	1	0	0	0	4 + 5 part	8628	51.082	1.006	0.00	35.54	10.38	5254	570059	908	162	640	-	216	648	409	-
ERR4853661	118	96	62	35	12	1	1129078	1118620	1024736	831738	460356	65648	105	65648	1126213	1139457	52.74	52.70	21023	20626	9034	8942	17	18	37	38	0	0	0	7	0	0	0	3 + 12 part	20597	99.131	1.002	0.00	7.98	9.97	65648	1104966	20454	20454	8941	8534	18	18	38	40
ERR4853662	82	60	47	31	14	4	1129697	1118387	1079940	963725	701432	318829	71	110022	1127532	1139457	52.74	52.70	34085	34085	15125	15125	10	10	22	22	0	0	0	9	0	0	0	2 + 10 part	20406	99.293	1.002	0.00	5.43	10.68	110022	1106419	34085	34085	13896	13896	10	10	23	23
ERR4853663	94	79	53	35	14	3	1128932	1120960	1045240	909955	558884	216226	86	79736	1126855	1139457	52.74	52.70	23165	23165	13773	13346	15	15	30	31	0	0	0	10	0	0	0	2 + 12 part	20393	99.239	1.002	0.00	8.06	10.32	79736	1105947	23165	23165	13346	13346	15	15	31	31
ERR4853664	294	224	76	22	0	0	1115766	1071968	717288	328117	0	0	274	22817	1109388	1139457	52.69	52.70	7160	6927	3567	3180	50	52	105	111	4	2	7637	9	0	0	1	4 + 12 part	19049	97.494	1.005	0.00	12.63	10.23	22817	1088794	6927	6782	3309	2883	51	53	108	116
ERR4853665	76	54	36	27	13	6	1129860	1118956	1071126	1007501	765048	502553	64	137520	1127278	1139457	52.74	52.70	41844	41844	20895	20895	8	8	17	17	0	0	0	9	0	0	0	2 + 11 part	20396	99.271	1.002	0.00	5.52	10.50	137520	1106248	41844	41844	20738	20454	8	8	17	18
ERR4853666	203	173	80	31	5	0	1123469	1106463	884629	530361	152493	0	191	43205	1120379	1139457	52.72	52.70	9407	9351	5553	5430	35	36	72	75	0	0	0	8	0	0	1	2 + 12 part	20267	98.522	1.003	0.00	11.22	10.49	43205	1098949	9407	9351	5430	5110	35	36	74	77
ERR4853667	46	30	27	24	17	7	1128711	1121400	1114983	1097572	972542	646378	36	148006	1126493	1139457	52.74	52.70	74601	74601	29080	29080	6	6	13	13	0	0	0	9	0	0	0	3 + 12 part	20368	99.317	1.001	0.00	3.71	10.13	144200	1105880	72644	72644	27693	27693	6	6	13	13
ERR4853668	110	84	56	37	12	4	1128743	1113683	1038733	910555	489974	240082	100	71460	1126344	1139457	52.74	52.70	20643	20643	13176	12878	16	16	32	33	0	0	0	10	0	0	0	2 + 12 part	20427	99.167	1.002	0.00	6.71	10.51	67117	1105191	20643	20643	11987	11987	16	16	33	33
ERR4853669	882	358	5	0	0	0	970649	639625	29812	0	0	0	736	6534	907845	1139457	52.46	52.70	1429	1117	923	598	201	292	401	639	0	0	0	0	0	0	0	5 + 10 part	13631	79.947	1.005	0.00	34.96	11.24	6234	892718	1399	1096	887	565	203	296	408	656
ERR4853670	31	13	10	9	7	5	1135356	1127241	1118703	1112615	1080034	1007837	20	412710	1133038	1139457	52.75	52.70	172822	172822	149923	149923	2	2	4	4	0	0	0	10	0	0	0	2 + 9 part	20577	99.698	1.003	0.00	5.77	11.09	407513	1110265	170611	170611	144278	144278	2	2	4	4
ERR4853671	213	175	80	31	4	1	1124876	1102062	877251	522496	132288	54640	202	54640	1121512	1139457	52.71	52.70	9534	9507	5623	5392	35	36	74	76	2	1	2058	6	0	0	1	5 + 13 part	20024	98.588	1.004	0.00	10.57	10.39	54640	1100133	9381	9268	5528	5313	36	37	75	77
ERR4853672	47	32	28	25	13	7	1129645	1122146	1110419	1088641	893798	682814	39	210569	1127890	1139457	52.75	52.70	68716	68716	27301	27301	5	5	12	12	1	1	73527	11	0	0	0	2 + 10 part	20510	99.347	1.002	0.00	4.61	10.58	204955	1106551	56628	56628	26588	26588	6	6	13	13
ERR4853673	406	289	57	12	0	0	1105589	1033076	472785	159512	0	0	368	19040	1090164	1139457	52.67	52.70	4134	4004	2529	2200	73	79	159	174	2	2	3907	1	0	0	2	3 + 16 part	18880	95.902	1.004	0.00	19.68	9.37	18217	1070557	4106	3853	2396	2125	74	81	162	178
ERR4853674	44	25	22	19	11	8	1134082	1125358	1116236	1090698	951929	850540	33	199671	1131861	1139457	52.75	52.70	99745	99745	60229	39500	4	4	8	9	1	1	15979	11	0	0	0	2 + 10 part	20257	99.792	1.001	0.00	6.66	11.35	194595	1111295	99745	87386	39500	39500	4	5	9	9
ERR4853675	413	297	54	11	0	0	1109626	1036845	462090	169821	0	0	379	23087	1096934	1139457	52.66	52.70	4365	4051	2325	2057	73	78	159	173	3	2	12111	3	0	0	2	5 + 14 part	20536	96.307	1.004	0.00	15.96	10.08	23087	1075291	4149	4001	2157	1936	75	80	163	178
ERR4853676	127	96	59	38	12	2	1130275	1114524	1011925	860836	471528	116937	113	60678	1127678	1139457	52.74	52.70	22215	21272	10466	10239	16	17	37	38	2	2	25282	8	0	0	1	3 + 13 part	20403	99.202	1.003	0.00	10.15	9.97	60678	1106509	20606	20606	9889	9813	17	17	38	39
ERR4853677	122	98	57	37	9	2	1129551	1116955	989462	851857	392642	129442	111	76529	1127096	1139457	52.74	52.70	19925	19092	10440	9685	17	18	37	38	1	1	1067	8	0	0	1	4 + 11 part	19115	99.262	1.003	0.00	11.32	10.59	76529	1107187	19925	19092	9685	9227	17	18	38	39
ERR4853678	205	170	79	34	4	0	1124828	1103771	854578	536035	117206	0	194	37282	1122215	1139457	52.74	52.70	9134	8730	5441	4956	37	38	77	80	0	0	0	6	0	0	2	2 + 13 part	19991	98.753	1.003	0.00	17.11	11.01	37282	1101082	8730	8679	4956	4877	38	39	79	82
ERR4853679	46	29	25	20	14	7	1130482	1122578	1112821	1075412	982408	741770	36	162596	1128387	1139457	52.75	52.70	80918	80918	39124	39124	5	5	10	10	0	0	0	10	0	0	0	2 + 11 part	20960	99.375	1.001	0.00	6.96	10.40	162596	1106762	80824	80824	37574	37574	5	5	10	10
ERR4853680	270	216	69	31	2	0	1120678	1090600	716031	447756	55719	0	248	29113	1114968	1139457	52.71	52.70	7992	7746	3584	3347	44	46	98	103	0	0	0	3	0	0	2	0 + 17 part	20048	98.086	1.003	0.00	14.11	10.26	29113	1094422	7760	7746	3439	3260	45	46	100	106
ERR4853681	166	132	71	41	5	0	1127510	1106718	940571	730088	178331	0	155	43040	1124209	1139457	52.73	52.70	12703	12703	6641	6519	27	27	55	57	1	1	1067	8	0	0	1	3 + 9 part	19197	98.941	1.004	0.00	11.26	10.35	43040	1103680	12703	12627	6466	6405	27	28	56	58
ERR4853682	160	120	68	38	10	2	1126420	1105620	976852	759492	344540	106198	141	55130	1122524	1139457	52.73	52.70	15442	15130	7798	7519	22	23	48	49	0	0	0	7	0	0	0	1 + 12 part	19116	98.885	1.003	0.00	7.00	10.36	51068	1102259	13288	13288	7265	6949	23	23	49	51
ERR4853683	163	120	68	30	9	2	1122849	1099816	946929	667006	351786	133281	142	74855	1117482	1139457	52.83	52.70	14440	13192	7807	6701	21	22	50	53	1	1	36252	9	0	0	0	3 + 13 part	20560	98.342	1.002	0.00	11.15	11.15	72380	1096298	12757	12632	6701	6166	22	23	53	55
