Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N90	NG90	auN	auNG	L50	LG50	L90	LG90	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NA50	NGA50	NA90	NGA90	auNA	auNGA	LA50	LGA50	LA90	LGA90
ERR4853595	1096	179	0	0	0	0	702061	279703	0	0	0	0	520	4259	521393	1139457	52.56	52.78	1056	-	586	-	1298.4	594.1	161	-	424	-	2	2	4183	0	0	0	0	10 + 0 part	8323	44.996	1.000	0.00	37.07	10.34	4259	512553	1029	-	575	-	1272.1	582.1	163	-	431	-
ERR4853596	416	58	8	8	7	5	1319213	1196659	1115044	1115044	1098489	1010848	120	299494	1241009	1139457	52.66	52.78	209120	298981	4901	44416	200649.9	218532.4	3	2	9	6	0	0	0	0	0	0	0	99 + 3 part	115316	98.661	1.000	0.00	7.92	11.83	299128	1123945	209054	298886	3083	44416	200258.5	218106.2	3	2	9	6
ERR4853597	295	50	16	16	10	5	1256500	1165141	1104810	1104810	989004	801281	103	274780	1203773	1139457	52.57	52.78	154510	154510	16382	23637	148265.0	156633.8	3	3	15	12	0	0	0	0	0	0	0	72 + 3 part	80740	98.439	1.000	0.00	8.11	11.59	274678	1121616	154510	154510	16382	23637	148122.1	156482.8	3	3	15	12
ERR4853598	259	50	13	12	10	6	1252083	1169653	1110129	1104794	1067978	912408	100	495667	1207436	1139457	52.49	52.78	101578	105978	20251	41046	239356.1	253635.9	3	2	11	9	0	0	0	0	0	0	0	74 + 3 part	84720	98.495	1.000	0.00	15.68	11.94	495583	1122303	101578	105978	20251	41046	239185.2	253454.8	3	2	11	9
ERR4853599	142	59	39	31	19	4	1146822	1113845	1063177	1001694	821016	303347	81	120639	1129748	1139457	52.65	52.78	35276	35276	9348	9331	42989.7	42623.4	11	11	33	34	0	0	0	2	0	0	0	18 + 0 part	16216	97.703	1.000	0.00	8.81	11.77	120354	1112921	35276	35276	9348	9331	42904.7	42539.1	11	11	33	34
ERR4853600	274	161	73	29	4	1	1110205	1067904	834486	506549	162896	56412	187	56412	1086523	1139457	52.66	52.78	9928	9523	2700	1940	14221.0	13560.3	33	36	113	133	1	1	13435	3	0	0	0	13 + 0 part	11269	94.338	1.000	0.00	126.51	16.00	56412	1075000	9928	9523	2700	1863	14174.0	13515.5	33	36	113	134
ERR4853601	188	43	17	16	8	7	1209244	1155752	1111349	1104557	981631	938565	73	434344	1176949	1139457	52.55	52.78	86285	86285	15801	18388	202502.7	209165.7	3	3	12	11	0	0	0	1	0	0	1	43 + 4 part	51555	98.677	1.001	0.00	6.67	10.14	434056	1124638	86285	86285	15797	18388	202230.9	208885.0	3	3	12	11
ERR4853602	119	19	9	9	7	6	1175242	1138484	1124750	1124750	1084548	1048674	44	298986	1155139	1139457	52.62	52.78	151090	151090	126598	126598	177477.2	179919.8	3	3	6	6	0	0	0	0	0	0	0	29 + 0 part	25982	99.068	1.000	0.00	8.77	12.76	298986	1128784	151090	151090	126598	126598	177432.7	179874.7	3	3	6	6
ERR4853603	214	95	56	37	10	3	1128808	1087576	974900	834885	419631	194830	119	71062	1104218	1139457	52.78	52.78	17858	17828	4740	3647	25761.4	24964.7	17	18	60	68	0	0	0	1	0	0	0	12 + 0 part	8974	96.058	1.000	0.00	30.07	12.25	71062	1094270	17858	17828	4708	3584	25659.2	24865.6	17	18	61	68
ERR4853604	113	36	29	25	17	9	1146868	1116987	1095684	1062802	931486	653080	56	92640	1131233	1139457	52.67	52.78	51230	51230	14687	14687	54989.1	54592.2	8	8	22	22	0	0	0	0	0	0	0	15 + 0 part	11428	98.236	1.000	0.00	7.86	11.52	92640	1119369	51230	51230	14621	14621	54967.8	54571.0	8	8	22	22
ERR4853605	82	19	12	12	9	6	1147894	1125001	1113228	1113228	1061302	939067	34	285526	1134801	1139457	52.65	52.78	173085	173085	43134	35876	170948.1	170249.5	3	3	8	9	0	0	0	0	0	0	0	13 + 0 part	11352	98.569	1.000	0.00	7.66	11.84	285526	1123064	173037	173037	43134	35876	170912.4	170214.1	3	3	8	9
ERR4853606	390	204	63	24	3	1	1118508	1044525	678701	417787	105923	51719	256	51719	1081216	1139457	52.56	52.78	6835	6325	1930	1224	11055.4	10490.4	40	45	153	187	1	1	5718	0	0	0	0	25 + 1 part	23799	92.767	1.000	0.00	9.46	9.75	51719	1056859	6835	6325	1930	1047	11017.3	10454.2	40	45	154	190
ERR4853607	1078	192	0	0	0	0	703393	299626	0	0	0	0	518	4858	525142	1139457	52.37	52.78	1107	-	605	-	1312.1	604.7	157	-	422	-	2	2	4306	2	0	0	1	13 + 2 part	14543	44.800	1.000	0.00	154.62	18.22	4858	510293	1082	-	568	-	1272.4	586.4	160	-	435	-
ERR4853608	713	323	25	1	0	0	969918	784002	159225	10281	0	0	481	10281	898602	1139457	52.52	52.78	2509	1901	891	-	3046.6	2402.6	112	168	350	-	2	2	10351	1	0	0	0	11 + 0 part	7633	78.173	1.001	0.00	120.67	16.05	10281	890831	2503	1894	880	-	3010.0	2373.7	114	170	352	-
ERR4853609	1008	278	2	0	0	0	821589	480948	10881	0	0	0	565	5782	685379	1139457	52.24	52.78	1374	775	663	-	1652.0	993.7	162	380	446	-	3	3	5065	1	0	0	0	12 + 1 part	11053	59.128	1.000	0.00	144.73	14.55	5782	673676	1366	759	641	-	1628.3	979.4	163	385	453	-
ERR4853610	41	13	7	7	6	4	1134984	1123899	1110829	1110829	1098716	1011120	20	598622	1129068	1139457	52.69	52.78	598622	598622	44371	44371	379086.0	375629.7	1	1	5	5	0	0	0	1	0	0	0	4 + 0 part	4761	98.640	1.000	0.00	7.12	11.66	598337	1123627	598337	598337	44371	44371	378751.6	375298.3	1	1	5	5
ERR4853611	255	49	8	8	7	4	1267448	1191028	1114654	1114654	1098098	974548	89	598574	1219750	1139457	52.50	52.78	172622	598574	35908	43225	340715.2	364724.0	2	1	7	6	0	0	0	1	0	0	0	67 + 6 part	95239	98.613	1.001	0.00	8.01	11.57	598294	1123902	172622	598294	35908	43225	340288.9	364267.7	2	1	7	6
ERR4853612	884	309	7	0	0	0	896784	619649	44860	0	0	0	547	7322	792544	1139457	52.54	52.78	1729	1173	741	-	2183.4	1518.7	142	263	419	-	0	0	0	0	0	0	0	12 + 0 part	9890	68.633	1.000	0.00	40.16	12.15	7322	781788	1729	1163	720	-	2169.1	1508.7	142	264	422	-
ERR4853613	177	85	54	35	14	2	1132354	1096473	1007571	877469	507226	111189	113	55818	1115171	1139457	52.63	52.78	23281	23281	5149	4150	25115.9	24580.6	17	17	54	59	1	1	24669	0	0	0	0	17 + 0 part	11831	96.845	1.000	0.00	27.74	11.69	55818	1103282	23039	23039	5149	4044	24979.1	24446.7	17	17	54	60
ERR4853614	97	15	8	8	7	4	1163136	1130238	1115114	1115114	1098560	975039	36	598565	1145399	1139457	52.62	52.78	598565	598565	43225	43225	362847.3	364739.5	1	1	6	6	0	0	0	1	0	0	0	20 + 0 part	20975	98.641	1.000	0.00	7.30	11.66	598279	1123743	598279	598279	43225	43225	362490.5	364380.8	1	1	6	6
ERR4853615	167	46	8	8	7	5	1222538	1177134	1115081	1115081	1098516	1010875	70	299445	1194750	1139457	52.47	52.78	298959	298959	43225	44416	208341.7	218451.6	2	2	7	6	0	0	0	0	0	0	1	48 + 5 part	69472	98.643	1.001	0.00	8.63	11.74	299374	1124324	298959	298959	43225	44416	208181.0	218283.2	2	2	7	6
ERR4853616	289	162	64	31	5	0	1105203	1054933	817689	570729	172367	0	197	42972	1079927	1139457	52.51	52.78	11345	10183	2348	1518	14005.8	13274.1	29	31	109	139	0	0	0	1	0	0	0	14 + 0 part	11029	93.788	1.000	0.00	128.96	17.50	42885	1068563	11345	10183	2348	1485	13988.7	13257.9	29	31	109	139
ERR4853617	199	74	40	26	14	7	1163378	1116618	1040770	935347	758448	509978	100	93924	1134126	1139457	52.49	52.78	44337	44337	5633	5599	45087.8	44876.8	9	9	37	38	1	1	93924	1	0	0	0	28 + 2 part	27831	97.112	1.000	0.00	122.90	17.09	92413	1105811	44337	44337	5633	5599	44810.4	44600.7	9	9	37	38
ERR4853618	320	110	58	34	8	3	1189609	1115778	984865	812856	401404	251359	145	114785	1139941	1139457	52.48	52.78	15984	15984	3768	3768	31400.4	31413.8	17	17	68	68	2	2	12723	1	0	0	0	33 + 4 part	41034	96.359	1.001	0.00	126.38	17.39	114785	1098291	15984	15984	3444	3444	31279.2	31292.5	17	17	70	70
ERR4853619	204	124	72	38	7	0	1116783	1087067	937505	699070	235934	0	140	47244	1099152	1139457	52.63	52.78	12333	11845	4317	3233	16326.3	15748.8	25	27	83	93	0	0	0	4	0	0	0	5 + 0 part	4809	95.942	1.000	0.00	141.69	19.21	47244	1093221	12333	11845	4179	3233	16308.0	15731.2	25	27	84	93
ERR4853620	285	60	19	16	10	6	1264519	1176854	1108157	1087091	1000085	836791	110	299035	1213359	1139457	52.56	52.78	100548	102656	9007	19190	134106.7	142804.5	4	3	17	12	0	0	0	0	0	0	1	79 + 3 part	91309	98.418	1.000	0.00	9.18	11.86	298928	1121473	100548	102656	9007	19115	133942.3	142629.4	4	3	17	12
ERR4853621	815	318	44	6	1	0	1137845	928076	341705	88632	29247	0	478	29247	1045053	1139457	52.53	52.78	3223	3007	935	589	4732.0	4340.0	89	104	331	443	0	0	0	1	0	0	1	81 + 4 part	83610	84.332	1.001	0.00	35.99	13.63	29247	961295	3222	2981	693	-	4628.1	4244.7	90	105	360	-
ERR4853622	1406	194	0	0	0	0	816134	302135	0	0	0	0	568	4177	568006	1139457	52.32	52.78	1035	-	597	-	1297.2	646.6	177	-	464	-	1	1	2595	0	0	0	1	103 + 5 part	106108	40.441	1.001	0.00	45.33	14.31	4177	461066	891	-	-	-	1072.2	534.5	197	-	-	-
ERR4853623	236	75	33	28	13	5	1227817	1164134	1088859	1049854	778428	489455	115	139890	1192609	1139457	52.53	52.78	37673	38391	7994	13610	58578.5	61311.0	8	7	31	26	0	0	0	1	0	0	0	62 + 4 part	75330	98.003	1.001	0.00	26.86	13.07	139890	1116897	37673	38391	7990	13610	58420.7	61145.8	8	7	31	26
ERR4853624	779	305	31	6	0	0	1056357	836879	253922	80116	0	0	495	17571	973652	1139457	52.34	52.78	2686	2226	861	-	4042.3	3454.1	98	132	348	-	1	1	8547	0	0	0	0	49 + 1 part	47502	81.171	1.001	0.00	45.69	15.55	17571	925790	2685	2226	711	-	3962.4	3385.8	99	133	365	-
ERR4853625	137	30	7	7	6	4	1198396	1158228	1115164	1115164	1098609	1011036	50	598571	1173332	1139457	52.60	52.78	598571	598571	43225	44348	364874.2	375721.6	1	1	6	5	0	0	0	1	0	0	0	30 + 5 part	48523	98.654	1.000	0.00	7.74	11.65	598282	1124125	598282	598282	43225	44348	364472.8	375308.2	1	1	6	5
ERR4853626	902	296	9	0	0	0	921901	641835	59872	0	0	0	536	8900	812821	1139457	52.26	52.78	1955	1277	728	-	2416.1	1723.5	129	232	402	-	1	1	7921	0	0	0	1	23 + 1 part	21075	69.448	1.001	0.00	40.17	12.13	8900	791727	1955	1236	691	-	2375.2	1694.3	129	234	411	-
ERR4853627	1083	253	1	0	0	0	802902	422417	5200	0	0	0	567	5200	646326	1139457	52.38	52.78	1268	657	634	-	1535.7	871.1	165	435	453	-	1	1	2703	1	0	0	0	14 + 0 part	10766	55.759	1.000	0.00	141.55	14.33	5200	635130	1267	638	623	-	1514.8	859.2	166	440	459	-
ERR4853628	863	327	12	0	0	0	930326	673642	73830	0	0	0	557	8754	834881	1139457	52.25	52.78	1913	1282	732	-	2317.6	1698.1	141	237	420	-	1	1	5061	1	0	0	0	24 + 2 part	24631	71.081	1.000	0.00	118.95	16.92	8754	809591	1885	1256	670	-	2265.3	1659.8	143	240	433	-
ERR4853629	130	50	39	30	16	8	1137510	1109272	1075527	1011450	789164	494743	64	74391	1119683	1139457	52.64	52.78	43050	43050	10017	8390	41618.7	40896.5	10	10	30	32	0	0	0	1	0	0	0	7 + 0 part	6349	97.664	1.000	0.00	8.90	12.13	74378	1112643	42767	42767	9951	8390	41577.8	40856.3	10	10	30	32
ERR4853630	598	296	45	6	0	0	1025689	887566	337943	74057	0	0	412	17584	972342	1139457	52.45	52.78	3677	2967	1045	-	4501.2	3841.0	80	106	284	-	2	2	6426	1	0	0	0	21 + 0 part	15533	83.949	1.000	0.00	132.58	16.21	17584	956414	3666	2953	1033	-	4477.8	3821.1	80	106	287	-
ERR4853631	190	40	9	9	8	5	1213595	1161661	1114915	1114915	1098359	974810	68	448633	1180955	1139457	52.57	52.78	173102	173102	35908	43225	237985.4	246652.6	2	2	8	7	0	0	0	1	0	0	0	50 + 1 part	56642	98.627	1.000	0.00	7.39	11.66	448366	1123651	173036	173036	35908	43225	237691.3	246347.8	2	2	8	7
ERR4853632	971	224	4	0	0	0	737786	431307	26692	0	0	0	431	9037	583006	1139457	54.50	52.78	1620	568	697	-	2029.7	1038.5	113	407	335	-	0	0	0	0	0	0	0	42 + 2 part	45236	47.149	1.000	0.00	16.01	13.59	9037	537174	1594	-	569	-	1933.2	989.1	114	-	364	-
ERR4853633	439	217	65	19	1	0	1061063	962356	616501	287363	27588	0	298	27588	1021233	1139457	52.74	52.78	6565	5593	1371	-	7999.4	7169.4	47	57	181	-	0	0	0	1	0	0	0	8 + 0 part	10216	88.714	1.000	0.00	10.59	10.88	27303	1010725	6565	5593	1321	-	7964.6	7138.2	47	57	183	-
ERR4853634	711	294	27	2	0	0	962508	766694	186160	24979	0	0	463	14576	889692	1139457	53.14	52.78	2741	1975	859	-	3413.2	2665.1	98	153	331	-	0	0	0	0	0	0	0	10 + 0 part	7871	77.364	1.000	0.00	17.02	13.50	14576	881209	2646	1974	851	-	3401.0	2655.5	99	154	332	-
ERR4853635	602	268	45	6	0	0	1014012	858613	340617	74939	0	0	407	19476	959147	1139457	53.02	52.78	3669	3125	970	-	4629.2	3896.7	78	105	273	-	1	1	10943	0	0	0	0	19 + 0 part	14661	82.891	1.000	0.00	14.83	11.33	19476	944305	3619	3125	950	-	4583.8	3858.5	79	105	275	-
ERR4853636	539	235	61	12	0	0	1053419	932151	495757	161620	0	0	319	21544	991068	1139457	53.26	52.78	5164	4406	1435	-	6065.2	5275.3	61	77	202	-	2	1	2585	0	0	0	0	21 + 0 part	16095	85.556	1.000	0.00	16.01	13.75	21544	974504	4997	4406	1416	-	6041.8	5255.0	62	77	203	-
ERR4853637	961	236	13	1	0	0	817826	503710	81136	10525	0	0	481	10525	677862	1139457	53.54	52.78	1686	796	691	-	2413.4	1435.7	110	311	366	-	1	1	6028	0	0	0	0	19 + 1 part	18698	57.858	1.000	0.00	13.66	12.29	10525	659015	1679	751	641	-	2357.1	1402.2	111	318	376	-
ERR4853638	1211	225	0	0	0	0	778760	333393	0	0	0	0	578	4082	582470	1139457	52.61	52.78	1110	521	604	-	1251.4	639.7	186	554	473	-	0	0	0	0	0	0	1	50 + 2 part	49573	46.706	1.000	0.00	22.74	9.02	4023	532214	1034	-	515	-	1149.0	587.4	192	-	511	-
ERR4853639	988	118	1	0	0	0	548210	192762	5580	0	0	0	361	5580	361548	1139457	53.45	52.78	1093	-	581	-	1384.9	439.4	107	-	294	-	1	1	1564	1	0	0	0	18 + 1 part	14817	30.422	1.000	0.00	28.86	10.97	5580	346537	1060	-	555	-	1345.1	426.8	108	-	303	-
ERR4853640	106	33	24	21	11	9	1140879	1114444	1091639	1068073	921380	855245	48	193857	1124861	1139457	52.67	52.78	81751	81751	14053	13229	91619.8	90446.2	5	5	17	18	0	0	0	0	0	0	0	9 + 0 part	7165	98.074	1.000	0.00	15.57	12.17	193770	1117214	81751	81751	14053	13229	91570.4	90397.4	5	5	17	18
ERR4853641	143	54	34	26	13	6	1158722	1125677	1077366	1017945	787909	536882	71	138792	1137189	1139457	52.63	52.78	46163	46163	9351	9351	61846.5	61723.4	7	7	27	27	0	0	0	0	0	0	0	18 + 1 part	21112	97.933	1.000	0.00	8.96	12.01	138792	1115748	46163	46163	9351	9351	61817.3	61694.3	7	7	27	27
ERR4853642	1137	268	3	0	0	0	838944	452126	18024	0	0	0	572	6912	668620	1139457	51.86	52.78	1341	706	639	-	1619.3	950.2	167	408	456	-	1	1	2386	0	0	0	0	43 + 2 part	42280	54.976	1.000	0.00	17.40	10.38	6912	626330	1292	639	564	-	1545.6	907.0	169	429	483	-
ERR4853643	142	58	36	30	16	4	1139950	1108111	1052989	1003242	784968	318251	81	135306	1123970	1139457	52.60	52.78	39637	39637	9442	8219	46737.7	46102.4	10	10	31	33	0	0	0	0	0	0	0	15 + 0 part	11982	97.613	1.000	0.00	8.28	12.06	135306	1111564	39637	39637	9442	8219	46723.1	46088.0	10	10	31	33
ERR4853644	233	98	51	36	11	2	1146752	1101754	973047	859311	460838	143590	118	81258	1116492	1139457	52.59	52.78	19577	18424	4227	3494	26803.2	26263.0	16	17	58	64	0	0	0	0	0	0	0	17 + 1 part	15462	96.579	1.000	0.00	8.27	11.90	81258	1100509	19577	18424	4227	3494	26778.7	26239.0	16	17	58	64
ERR4853645	202	52	18	16	12	5	1218993	1163462	1111654	1093009	1025795	751346	84	299716	1186123	1139457	52.62	52.78	105980	140590	15653	31206	133098.5	138549.5	4	3	15	12	0	0	0	0	0	0	1	55 + 2 part	64156	98.431	1.000	0.00	8.38	11.68	299519	1121441	105980	140590	15653	31206	132918.5	138362.1	4	3	15	12
ERR4853646	1307	155	0	0	0	0	727937	231706	0	0	0	0	535	4708	494615	1139457	52.96	52.78	947	-	575	-	1203.8	522.5	171	-	444	-	1	1	4708	1	0	0	1	57 + 2 part	54842	38.487	1.001	0.00	34.40	12.76	4565	438902	859	-	-	-	1052.4	456.8	185	-	-	-
ERR4853647	545	265	59	14	0	0	1099715	979609	488888	185243	0	0	357	18952	1046187	1139457	52.41	52.78	4724	4323	1245	659	5896.2	5413.6	67	77	232	322	0	0	0	1	0	0	0	35 + 0 part	33069	88.889	1.000	0.00	13.92	11.75	18952	1012749	4724	4323	1141	-	5857.8	5378.3	67	77	234	-
ERR4853648	458	238	61	21	1	0	1105186	1014952	568452	295376	30429	0	308	30429	1065002	1139457	52.48	52.78	5460	4999	1544	874	7393.2	6910.1	55	62	193	250	0	0	0	1	0	0	0	24 + 0 part	18305	91.868	1.000	0.00	10.41	10.89	30429	1046664	5457	4999	1543	758	7378.5	6896.4	55	62	193	252
ERR4853649	1073	255	0	0	0	0	775095	392546	0	0	0	0	572	4171	619910	1139457	52.41	52.78	1217	598	630	-	1368.2	744.4	180	480	461	-	2	2	4956	0	0	0	0	21 + 1 part	19628	52.643	1.001	0.00	23.83	12.00	4171	600131	1203	556	585	-	1326.2	721.5	182	495	474	-
ERR4853650	755	309	21	1	0	0	963433	747990	144487	10859	0	0	501	10859	885562	1139457	52.49	52.78	2386	1722	824	-	3028.0	2353.3	111	173	364	-	1	1	945	1	0	0	0	11 + 0 part	7888	76.974	1.000	0.00	15.05	9.80	10859	877155	2386	1721	799	-	3018.8	2346.2	111	174	365	-
ERR4853651	107	23	8	7	6	4	1177374	1147119	1120376	1115244	1098688	1011075	42	598617	1159894	1139457	52.56	52.78	598617	598617	44388	44388	366255.3	372824.4	1	1	5	5	0	0	0	0	0	0	0	27 + 0 part	35340	98.703	1.000	0.00	13.26	12.10	598542	1124084	598542	598542	44388	44388	366084.5	372650.5	1	1	5	5
ERR4853652	3394	26	13	13	10	6	1908421	1130012	1105906	1105906	1065087	920592	96	288221	1177328	1139457	52.73	52.78	173166	173166	25936	35870	153010.0	158095.4	3	3	10	9	0	0	0	0	0	0	0	72 + 0 part	55001	98.452	1.000	0.00	6.87	11.50	287936	1121577	173118	173118	25936	35870	152811.5	157890.3	3	3	10	9
ERR4853653	203	46	22	16	11	6	1186169	1133622	1091578	1046613	932963	740825	70	248125	1150634	1139457	52.69	52.78	110984	110984	21422	21422	110243.1	111324.5	4	4	16	16	0	0	0	0	0	0	0	30 + 2 part	30620	98.199	1.001	0.00	10.90	10.19	248053	1119078	110984	110984	21422	21422	110170.9	111251.6	4	4	16	16
ERR4853654	1423	244	1	0	0	0	925163	394036	5016	0	0	0	673	5016	695713	1139457	52.17	52.78	1096	680	589	-	1390.8	849.2	201	456	546	-	0	0	0	0	0	0	2	124 + 5 part	119932	50.023	1.002	0.00	28.36	11.21	5016	571139	956	195	-	-	1187.3	724.9	216	538	-	-
ERR4853655	775	277	23	3	0	0	959003	737542	164770	33419	0	0	452	11367	863149	1139457	53.25	52.78	2712	1871	819	-	3399.3	2575.0	96	157	321	-	0	0	0	0	0	0	0	18 + 0 part	15849	74.322	1.000	0.00	23.38	15.47	11367	846874	2712	1863	776	-	3374.1	2555.9	96	157	326	-
ERR4853656	803	158	8	2	0	0	636922	381109	55183	21584	0	0	323	11155	493082	1139457	54.35	52.78	2404	-	662	-	2786.4	1205.8	65	-	237	-	1	1	3334	0	0	0	0	12 + 0 part	9370	42.444	1.000	0.00	14.48	13.44	11155	483583	2404	-	630	-	2764.3	1196.2	65	-	241	-
ERR4853657	803	282	16	2	0	0	927900	687872	121147	22412	0	0	483	12191	831620	1139457	53.38	52.78	2464	1552	777	-	3076.0	2245.0	104	186	352	-	2	2	10833	0	0	0	0	27 + 0 part	23102	70.964	1.000	0.00	15.46	10.89	12191	808414	2460	1545	734	-	3022.6	2206.0	105	187	359	-
ERR4853658	347	176	72	29	4	0	1125359	1062574	801353	488841	120182	0	213	37327	1089097	1139457	52.71	52.78	9042	8727	2095	1698	11561.3	11050.3	35	38	125	149	1	1	755	2	0	0	0	20 + 1 part	19061	93.889	1.000	0.00	12.06	12.16	37327	1069405	9042	8727	2091	1685	11510.8	11002.1	35	38	126	150
ERR4853659	695	294	33	8	0	0	1065750	888491	280380	107777	0	0	439	17144	992489	1139457	52.84	52.78	3355	2893	984	-	4554.9	3967.4	86	109	299	-	0	0	0	0	0	0	0	44 + 2 part	42404	83.365	1.001	0.00	12.95	11.58	17144	950072	3355	2893	817	-	4509.5	3927.9	86	109	308	-
ERR4853660	1098	110	1	0	0	0	567193	165864	5054	0	0	0	373	5054	349580	1139457	53.39	52.78	956	-	582	-	1213.8	372.4	120	-	309	-	1	1	2325	0	0	0	0	17 + 0 part	13069	29.542	1.000	0.00	20.21	9.81	5054	336511	936	-	553	-	1176.4	360.9	121	-	316	-
ERR4853661	241	76	52	34	10	4	1164991	1106970	1050990	923325	518971	295454	107	113180	1129634	1139457	52.59	52.78	23004	22796	6125	5657	36395.5	36081.7	12	13	46	48	1	1	16928	0	0	0	1	23 + 1 part	19306	97.358	1.001	0.00	15.50	13.70	113180	1109636	23004	22796	5696	5657	36324.9	36011.8	12	13	47	48
ERR4853662	187	59	40	27	15	7	1160883	1116670	1071796	976942	802793	547477	83	120428	1133719	1139457	52.64	52.78	37868	37868	7679	7679	51300.5	51042.2	8	8	33	33	0	0	0	0	0	0	1	22 + 1 part	19463	97.747	1.001	0.00	9.25	11.85	120428	1113945	37868	37868	7679	7679	51280.5	51022.3	8	8	33	33
ERR4853663	170	76	49	32	17	3	1139781	1107952	1035760	910568	665175	224820	92	85796	1118859	1139457	52.63	52.78	27734	26309	6569	5294	33030.8	32433.7	13	14	44	48	1	1	29655	0	0	0	0	10 + 1 part	8909	97.421	1.000	0.00	9.37	11.35	85796	1109894	26097	26097	5612	5294	32821.0	32227.7	14	14	45	48
ERR4853664	466	202	77	24	0	0	1141408	1042164	733348	356456	0	0	270	22617	1090774	1139457	52.44	52.78	7328	7115	1660	1223	8479.2	8116.9	47	50	158	188	2	2	19988	0	0	0	1	38 + 1 part	36461	92.504	1.001	0.00	8.44	9.96	22617	1054247	7328	7115	1577	949	8407.7	8048.5	47	50	160	194
ERR4853665	142	50	33	28	14	5	1147843	1113733	1073394	1031267	797449	478080	70	137320	1128290	1139457	52.58	52.78	41644	36185	11639	11120	56812.7	56255.9	7	8	27	28	0	0	0	1	0	0	0	17 + 0 part	13819	97.781	1.000	0.00	8.35	12.12	137320	1113846	36185	36185	11639	11120	56752.1	56195.9	8	8	27	28
ERR4853666	254	154	70	32	8	0	1117376	1081527	867669	589747	255460	0	174	43042	1097139	1139457	52.54	52.78	10750	10223	2925	2061	14718.7	14172.0	29	31	101	117	0	0	0	0	0	0	0	12 + 0 part	11336	95.266	1.000	0.00	12.71	12.16	43042	1085456	10750	10223	2925	2061	14702.9	14156.9	29	31	101	117
ERR4853667	127	35	26	22	16	8	1157108	1124012	1105296	1080890	974164	713238	50	147806	1135564	1139457	52.68	52.78	58759	58759	17453	17453	74565.9	74311.2	6	6	19	19	0	0	0	0	0	0	0	15 + 0 part	15757	98.249	1.000	0.00	7.68	11.34	147806	1119446	58759	58759	17453	17453	74544.9	74290.3	6	6	19	19
ERR4853668	234	86	50	36	18	2	1174420	1121111	1033490	929456	652719	121485	120	61466	1144281	1139457	52.59	52.78	26227	26227	5278	5620	27388.6	27504.5	15	15	50	49	0	0	0	0	0	0	1	36 + 1 part	35352	97.245	1.000	0.00	9.39	12.00	61466	1108093	26227	26227	5278	5620	27349.6	27465.4	15	15	50	49
ERR4853669	1011	267	4	0	0	0	833892	481593	22456	0	0	0	563	5916	692085	1139457	52.24	52.78	1425	786	666	-	1780.7	1081.6	155	368	441	-	1	1	722	0	0	0	0	17 + 0 part	13077	59.602	1.000	0.00	22.83	10.90	5916	678908	1425	778	626	-	1764.2	1071.5	155	370	445	-
ERR4853670	237	41	14	13	10	6	1227975	1154845	1109450	1102976	1054606	901673	88	263747	1185472	1139457	52.61	52.78	148756	149884	20054	29373	139111.4	144729.1	4	3	11	10	0	0	0	0	0	0	1	62 + 3 part	62313	98.493	1.000	0.00	8.02	11.41	263009	1122092	148756	149884	20054	29373	138716.4	144318.2	4	3	11	10
ERR4853671	714	234	70	19	2	0	1262402	1081547	697920	327185	52146	0	330	26661	1150671	1139457	52.31	52.78	6559	6589	1443	1516	8714.3	8800.0	50	49	196	189	0	0	0	0	0	0	1	80 + 5 part	96775	92.437	1.001	0.00	9.68	10.44	26661	1053812	6559	6589	820	892	8564.5	8648.8	50	49	219	207
ERR4853672	130	34	25	24	13	9	1159508	1123768	1105847	1100730	919450	799265	53	171652	1138106	1139457	52.59	52.78	63668	63668	16557	16557	82408.3	82310.6	5	5	19	19	0	0	0	0	0	0	0	18 + 1 part	18293	98.259	1.000	0.00	12.69	12.06	171583	1119415	63668	63668	16228	16228	82360.6	82263.0	5	5	19	19
ERR4853673	629	276	51	15	0	0	1118552	976920	456368	205303	0	0	373	18695	1047348	1139457	52.47	52.78	4263	3742	1213	671	5942.8	5462.4	66	78	245	335	1	1	7421	0	0	0	2	42 + 3 part	41865	88.175	1.000	0.00	11.25	9.95	18695	1004536	4263	3742	1061	-	5891.2	5414.9	66	78	249	-
ERR4853674	107	22	16	15	9	5	1150818	1121254	1104809	1095937	1002354	852414	38	350937	1132190	1139457	52.64	52.78	126561	126561	19973	18515	181119.3	179964.2	3	3	10	11	0	0	0	0	0	0	0	11 + 2 part	11108	98.393	1.000	0.00	14.01	11.86	350844	1120989	126561	126561	19973	18515	181036.3	179881.7	3	3	10	11
