Assembly Accession	Assembly BioSample Attribute Name	Assembly BioSample Attribute Value
GCA_032599045.1	geo_loc_name	USA: Wisconsin
GCA_032599045.1	host	Homo sapiens
GCA_032599045.1	host_disease	syphils
GCA_032599045.1	isolation_source	lymph node
GCA_032599045.1	lat_lon	missing
GCA_032599245.1	strain	SIFI60
GCA_032599245.1	collected_by	NA
GCA_032599245.1	collection_date	2022
GCA_032599245.1	geo_loc_name	Spain
GCA_032599245.1	host	Homo sapiens
GCA_032599245.1	host_disease	syphilis
GCA_032599245.1	isolation_source	swab
GCA_032599245.1	lat_lon	missing
GCA_032599285.1	strain	SIFI51
GCA_032599285.1	collected_by	NA
GCA_032599285.1	collection_date	2022
GCA_032599285.1	geo_loc_name	Spain
GCA_032599285.1	host	Homo sapiens
GCA_032599285.1	host_disease	syphilis
GCA_032599285.1	isolation_source	swab
GCA_032599285.1	lat_lon	missing
GCA_032599305.1	strain	SIFI36
GCA_032599305.1	collected_by	NA
GCA_032599305.1	collection_date	2022
GCA_032599305.1	geo_loc_name	Spain
GCA_032599305.1	host	Homo sapiens
GCA_032599305.1	host_disease	syphilis
GCA_032599305.1	isolation_source	swab
GCA_032599305.1	lat_lon	missing
GCA_032599325.1	strain	SIFI28
GCA_032599325.1	collected_by	NA
GCA_032599325.1	collection_date	2022
GCA_032599325.1	geo_loc_name	Spain
GCA_032599325.1	host	Homo sapiens
GCA_032599325.1	host_disease	syphilis
GCA_032599325.1	isolation_source	swab
GCA_032599325.1	lat_lon	missing
GCA_032599365.1	strain	SIFI26
GCA_032599365.1	collected_by	NA
GCA_032599365.1	collection_date	2022
GCA_032599365.1	geo_loc_name	Spain
GCA_032599365.1	host	Homo sapiens
GCA_032599365.1	host_disease	syphilis
GCA_032599365.1	isolation_source	swab
GCA_032599365.1	lat_lon	missing
GCA_032600165.1	strain	SIFI15
GCA_032600165.1	collected_by	NA
GCA_032600165.1	collection_date	2022
GCA_032600165.1	geo_loc_name	Spain
GCA_032600165.1	host	Homo sapiens
GCA_032600165.1	host_disease	syphilis
GCA_032600165.1	isolation_source	swab
GCA_032600165.1	lat_lon	missing
GCA_032918045.1	strain	SIFI57
GCA_032918045.1	collected_by	NA
GCA_032918045.1	collection_date	2022
GCA_032918045.1	geo_loc_name	Spain
GCA_032918045.1	host	Homo sapiens
GCA_032918045.1	host_disease	syphilis
GCA_032918045.1	isolation_source	swab
GCA_032918045.1	lat_lon	missing
GCA_032918065.1	strain	SIFI8
GCA_032918065.1	collected_by	NA
GCA_032918065.1	collection_date	2022
GCA_032918065.1	geo_loc_name	Spain
GCA_032918065.1	host	Homo sapiens
GCA_032918065.1	host_disease	syphilis
GCA_032918065.1	isolation_source	swab
GCA_032918065.1	lat_lon	missing
GCA_032918085.1	strain	SIFI39
GCA_032918085.1	collected_by	NA
GCA_032918085.1	collection_date	2022
GCA_032918085.1	geo_loc_name	Spain
GCA_032918085.1	host	Homo sapiens
GCA_032918085.1	host_disease	syphilis
GCA_032918085.1	isolation_source	swab
GCA_032918085.1	lat_lon	missing
GCA_032918105.1	strain	SIFI31
GCA_032918105.1	collected_by	NA
GCA_032918105.1	collection_date	2022
GCA_032918105.1	geo_loc_name	Spain
GCA_032918105.1	host	Homo sapiens
GCA_032918105.1	host_disease	syphilis
GCA_032918105.1	isolation_source	swab
GCA_032918105.1	lat_lon	missing
GCA_032918125.1	strain	SIFI25
GCA_032918125.1	collected_by	NA
GCA_032918125.1	collection_date	2022
GCA_032918125.1	geo_loc_name	Spain
GCA_032918125.1	host	Homo sapiens
GCA_032918125.1	host_disease	syphilis
GCA_032918125.1	isolation_source	swab
GCA_032918125.1	lat_lon	missing
GCA_034093335.1	strain	W043
GCA_034093335.1	collected_by	UW
GCA_034093335.1	collection_date	2022
GCA_034093335.1	geo_loc_name	USA
GCA_034093335.1	host	Homo sapiens
GCA_034093335.1	host_disease	syphilis
GCA_034093335.1	isolation_source	patient sample
GCA_034093335.1	lat_lon	NA
GCA_034093335.1	sub_species	pallidum
GCA_034093355.1	strain	SF946745
GCA_034093355.1	collected_by	NA
GCA_034093355.1	collection_date	2018
GCA_034093355.1	geo_loc_name	USA
GCA_034093355.1	host	Homo sapiens
GCA_034093355.1	host_disease	syphilis
GCA_034093355.1	isolation_source	swab
GCA_034093355.1	lat_lon	missing
GCA_034093375.1	strain	V160
GCA_034093375.1	collected_by	UW
GCA_034093375.1	collection_date	2022
GCA_034093375.1	geo_loc_name	USA
GCA_034093375.1	host	Homo sapiens
GCA_034093375.1	host_disease	syphilis
GCA_034093375.1	isolation_source	patient sample
GCA_034093375.1	lat_lon	NA
GCA_034093375.1	sub_species	pallidum
GCA_034093395.1	strain	SF758385
GCA_034093395.1	collected_by	NA
GCA_034093395.1	collection_date	2017
GCA_034093395.1	geo_loc_name	USA
GCA_034093395.1	host	Homo sapiens
GCA_034093395.1	host_disease	syphilis
GCA_034093395.1	isolation_source	swab
GCA_034093395.1	lat_lon	missing
GCA_034093415.1	strain	SF825260
GCA_034093415.1	collected_by	NA
GCA_034093415.1	collection_date	2019
GCA_034093415.1	geo_loc_name	USA
GCA_034093415.1	host	Homo sapiens
GCA_034093415.1	host_disease	syphilis
GCA_034093415.1	isolation_source	swab
GCA_034093415.1	lat_lon	missing
GCA_034093435.1	strain	SF827497
GCA_034093435.1	collected_by	NA
GCA_034093435.1	collection_date	2019
GCA_034093435.1	geo_loc_name	USA
GCA_034093435.1	host	Homo sapiens
GCA_034093435.1	host_disease	syphilis
GCA_034093435.1	isolation_source	swab
GCA_034093435.1	lat_lon	missing
GCA_034093455.1	strain	Q035
GCA_034093455.1	collected_by	UW
GCA_034093455.1	collection_date	2022
GCA_034093455.1	geo_loc_name	USA
GCA_034093455.1	host	Homo sapiens
GCA_034093455.1	host_disease	syphilis
GCA_034093455.1	isolation_source	patient sample
GCA_034093455.1	lat_lon	NA
GCA_034093455.1	sub_species	pallidum
GCA_034093955.1	strain	SF520685
GCA_034093955.1	collected_by	NA
GCA_034093955.1	collection_date	2019
GCA_034093955.1	geo_loc_name	USA
GCA_034093955.1	host	Homo sapiens
GCA_034093955.1	host_disease	syphilis
GCA_034093955.1	isolation_source	swab
GCA_034093955.1	lat_lon	missing
GCA_034095755.1	strain	SF731663
GCA_034095755.1	collected_by	NA
GCA_034095755.1	collection_date	2017
GCA_034095755.1	geo_loc_name	USA
GCA_034095755.1	host	Homo sapiens
GCA_034095755.1	host_disease	syphilis
GCA_034095755.1	isolation_source	swab
GCA_034095755.1	lat_lon	missing
GCA_034096755.1	strain	SF722867
GCA_034096755.1	collected_by	NA
GCA_034096755.1	collection_date	2017
GCA_034096755.1	geo_loc_name	USA
GCA_034096755.1	host	Homo sapiens
GCA_034096755.1	host_disease	syphilis
GCA_034096755.1	isolation_source	swab
GCA_034096755.1	lat_lon	missing
GCA_034096775.1	strain	SF604657
GCA_034096775.1	collected_by	NA
GCA_034096775.1	collection_date	2017
GCA_034096775.1	geo_loc_name	USA
GCA_034096775.1	host	Homo sapiens
GCA_034096775.1	host_disease	syphilis
GCA_034096775.1	isolation_source	swab
GCA_034096775.1	lat_lon	missing
GCA_034096795.1	strain	SF713496
GCA_034096795.1	collected_by	NA
GCA_034096795.1	collection_date	2017
GCA_034096795.1	geo_loc_name	USA
GCA_034096795.1	host	Homo sapiens
GCA_034096795.1	host_disease	syphilis
GCA_034096795.1	isolation_source	swab
GCA_034096795.1	lat_lon	missing
GCA_034096825.1	strain	SF706030
GCA_034096825.1	collected_by	NA
GCA_034096825.1	collection_date	2018
GCA_034096825.1	geo_loc_name	USA
GCA_034096825.1	host	Homo sapiens
GCA_034096825.1	host_disease	syphilis
GCA_034096825.1	isolation_source	swab
GCA_034096825.1	lat_lon	missing
GCA_034096845.1	strain	SF668087
GCA_034096845.1	collected_by	NA
GCA_034096845.1	collection_date	2017
GCA_034096845.1	geo_loc_name	USA
GCA_034096845.1	host	Homo sapiens
GCA_034096845.1	host_disease	syphilis
GCA_034096845.1	isolation_source	swab
GCA_034096845.1	lat_lon	missing
GCA_034096885.1	strain	SF180909
GCA_034096885.1	collected_by	NA
GCA_034096885.1	collection_date	2019
GCA_034096885.1	geo_loc_name	USA
GCA_034096885.1	host	Homo sapiens
GCA_034096885.1	host_disease	syphilis
GCA_034096885.1	isolation_source	swab
GCA_034096885.1	lat_lon	missing
GCA_034096905.1	strain	G042
GCA_034096905.1	collected_by	UW
GCA_034096905.1	collection_date	2021
GCA_034096905.1	geo_loc_name	USA
GCA_034096905.1	host	Homo sapiens
GCA_034096905.1	host_disease	syphilis
GCA_034096905.1	isolation_source	patient sample
GCA_034096905.1	lat_lon	NA
GCA_034096905.1	sub_species	pallidum
GCA_034096945.1	strain	SF687060
GCA_034096945.1	collected_by	NA
GCA_034096945.1	collection_date	2019
GCA_034096945.1	geo_loc_name	USA
GCA_034096945.1	host	Homo sapiens
GCA_034096945.1	host_disease	syphilis
GCA_034096945.1	isolation_source	swab
GCA_034096945.1	lat_lon	missing
GCA_034096975.1	strain	R085
GCA_034096975.1	collected_by	UW
GCA_034096975.1	collection_date	2023
GCA_034096975.1	geo_loc_name	USA
GCA_034096975.1	host	Homo sapiens
GCA_034096975.1	host_disease	syphilis
GCA_034096975.1	isolation_source	patient sample
GCA_034096975.1	lat_lon	NA
GCA_034096975.1	sub_species	pallidum
GCA_034096995.1	strain	SF673478
GCA_034096995.1	collected_by	NA
GCA_034096995.1	collection_date	2017
GCA_034096995.1	geo_loc_name	USA
GCA_034096995.1	host	Homo sapiens
GCA_034096995.1	host_disease	syphilis
GCA_034096995.1	isolation_source	swab
GCA_034096995.1	lat_lon	missing
GCA_034097015.1	strain	SF016034
GCA_034097015.1	collected_by	NA
GCA_034097015.1	collection_date	2017
GCA_034097015.1	geo_loc_name	USA
GCA_034097015.1	host	Homo sapiens
GCA_034097015.1	host_disease	syphilis
GCA_034097015.1	isolation_source	swab
GCA_034097015.1	lat_lon	missing
GCA_034097075.1	strain	SEA0420RI-O
GCA_034097075.1	collected_by	UW
GCA_034097075.1	collection_date	2023
GCA_034097075.1	geo_loc_name	USA: Seattle
GCA_034097075.1	host	Homo sapiens
GCA_034097075.1	host_disease	syphilis
GCA_034097075.1	isolation_source	patient sample
GCA_034097075.1	lat_lon	NA
GCA_034097075.1	sub_species	pallidum
GCA_034097095.1	strain	SEA0404BS-L
GCA_034097095.1	collected_by	UW
GCA_034097095.1	collection_date	2023
GCA_034097095.1	geo_loc_name	USA: Seattle
GCA_034097095.1	host	Homo sapiens
GCA_034097095.1	host_disease	syphilis
GCA_034097095.1	isolation_source	patient sample
GCA_034097095.1	lat_lon	NA
GCA_034097095.1	sub_species	pallidum
GCA_034097115.1	strain	O003
GCA_034097115.1	collected_by	UW
GCA_034097115.1	collection_date	2022
GCA_034097115.1	geo_loc_name	USA
GCA_034097115.1	host	Homo sapiens
GCA_034097115.1	host_disease	syphilis
GCA_034097115.1	isolation_source	patient sample
GCA_034097115.1	lat_lon	NA
GCA_034097115.1	sub_species	pallidum
GCA_034097275.1	strain	L068
GCA_034097275.1	collected_by	UW
GCA_034097275.1	collection_date	2021
GCA_034097275.1	geo_loc_name	USA
GCA_034097275.1	host	Homo sapiens
GCA_034097275.1	host_disease	syphilis
GCA_034097275.1	isolation_source	patient sample
GCA_034097275.1	lat_lon	NA
GCA_034097275.1	sub_species	pallidum
GCA_034097295.1	strain	A010
GCA_034097295.1	collected_by	UW
GCA_034097295.1	collection_date	2019
GCA_034097295.1	geo_loc_name	USA
GCA_034097295.1	host	Homo sapiens
GCA_034097295.1	host_disease	syphilis
GCA_034097295.1	isolation_source	patient sample
GCA_034097295.1	lat_lon	NA
GCA_034097295.1	sub_species	pallidum
GCA_034097315.1	strain	K013
GCA_034097315.1	collected_by	UW
GCA_034097315.1	collection_date	2021
GCA_034097315.1	geo_loc_name	USA
GCA_034097315.1	host	Homo sapiens
GCA_034097315.1	host_disease	syphilis
GCA_034097315.1	isolation_source	patient sample
GCA_034097315.1	lat_lon	NA
GCA_034097315.1	sub_species	pallidum
GCA_034097335.1	strain	J083
GCA_034097335.1	collected_by	UW
GCA_034097335.1	collection_date	2021
GCA_034097335.1	geo_loc_name	USA
GCA_034097335.1	host	Homo sapiens
GCA_034097335.1	host_disease	syphilis
GCA_034097335.1	isolation_source	patient sample
GCA_034097335.1	lat_lon	NA
GCA_034097335.1	sub_species	pallidum
GCA_034097355.1	strain	I047
GCA_034097355.1	collected_by	UW
GCA_034097355.1	collection_date	2021
GCA_034097355.1	geo_loc_name	USA
GCA_034097355.1	host	Homo sapiens
GCA_034097355.1	host_disease	syphilis
GCA_034097355.1	isolation_source	patient sample
GCA_034097355.1	lat_lon	NA
GCA_034097355.1	sub_species	pallidum
GCA_037761415.1	strain	SS14-WT
GCA_037761415.1	collected_by	UW
GCA_037761415.1	collection_date	2022
GCA_037761415.1	geo_loc_name	USA: Seattle
GCA_037761415.1	host	Homo sapiens
GCA_037761415.1	host_disease	syphilis
GCA_037761415.1	isolation_source	in vitro
GCA_037761415.1	lat_lon	not collected
GCA_037762225.1	strain	SS14-GFP
GCA_037762225.1	collected_by	UW
GCA_037762225.1	collection_date	2022
GCA_037762225.1	geo_loc_name	USA: Seattle
GCA_037762225.1	host	Homo sapiens
GCA_037762225.1	host_disease	syphilis
GCA_037762225.1	isolation_source	in vitro
GCA_037762225.1	lat_lon	not collected
GCA_900291945.1	ENA first public	2020-02-22
GCA_900291945.1	ENA last update	2018-02-23
GCA_900291945.1	ENA-CHECKLIST	ERC000011
GCA_900291945.1	External Id	SAMEA104640492
GCA_900291945.1	INSDC center alias	URMITE
GCA_900291945.1	INSDC center name	Unite de Recherche sur les Maladies Infectieuses et Tropicales Emergentes (URMITE) CNRS, Faculte de Medecine, Universite de la Mediterranee, Marseille, France
GCA_900291945.1	INSDC first public	2020-02-22T04:04:38Z
GCA_900291945.1	INSDC last update	2018-02-23T16:58:29Z
GCA_900291945.1	INSDC status	public
GCA_900291945.1	Submitter Id	PRJEB25146
GCA_900291945.1	sample_name	PRJEB25146
GCA_900291945.1	strain	A10
GCA_900298905.1	ENA first public	2020-02-26
GCA_900298905.1	ENA last update	2018-02-27
GCA_900298905.1	ENA-CHECKLIST	ERC000011
GCA_900298905.1	External Id	SAMEA104653446
GCA_900298905.1	INSDC center alias	URMITE
GCA_900298905.1	INSDC center name	Unite de Recherche sur les Maladies Infectieuses et Tropicales Emergentes (URMITE) CNRS, Faculte de Medecine, Universite de la Mediterranee, Marseille, France
GCA_900298905.1	INSDC first public	2020-02-26T04:09:19Z
GCA_900298905.1	INSDC last update	2018-02-27T10:53:21Z
GCA_900298905.1	INSDC status	public
GCA_900298905.1	Submitter Id	PRJEB25205
GCA_900298905.1	sample_name	PRJEB25205
GCA_900298905.1	strain	A12
GCA_900298965.1	ENA first public	2020-02-26
GCA_900298965.1	ENA last update	2018-02-27
GCA_900298965.1	ENA-CHECKLIST	ERC000011
GCA_900298965.1	External Id	SAMEA104653695
GCA_900298965.1	INSDC center alias	URMITE
GCA_900298965.1	INSDC center name	Unite de Recherche sur les Maladies Infectieuses et Tropicales Emergentes (URMITE) CNRS, Faculte de Medecine, Universite de la Mediterranee, Marseille, France
GCA_900298965.1	INSDC first public	2020-02-26T04:09:19Z
GCA_900298965.1	INSDC last update	2018-02-27T13:32:49Z
GCA_900298965.1	INSDC status	public
GCA_900298965.1	Submitter Id	PRJEB25218
GCA_900298965.1	sample_name	PRJEB25218
GCA_900298965.1	strain	BNK07
GCA_900298975.1	ENA first public	2020-02-26
GCA_900298975.1	ENA last update	2018-02-27
GCA_900298975.1	ENA-CHECKLIST	ERC000011
GCA_900298975.1	External Id	SAMEA104653696
GCA_900298975.1	INSDC center alias	URMITE
GCA_900298975.1	INSDC center name	Unite de Recherche sur les Maladies Infectieuses et Tropicales Emergentes (URMITE) CNRS, Faculte de Medecine, Universite de la Mediterranee, Marseille, France
GCA_900298975.1	INSDC first public	2020-02-26T04:09:19Z
GCA_900298975.1	INSDC last update	2018-02-27T14:03:41Z
GCA_900298975.1	INSDC status	public
GCA_900298975.1	Submitter Id	PRJEB25219
GCA_900298975.1	sample_name	PRJEB25219
GCA_900298975.1	strain	SNK05
GCA_903234185.1	ArrayExpress-SPECIES	Treponema pallidum subsp. pertenue str. SamoaD
GCA_903234185.1	ENA-CHECKLIST	ERC000011
GCA_903234185.1	ENA-FIRST-PUBLIC	2019-10-16T10:08:50Z
GCA_903234185.1	ENA-LAST-UPDATE	2020-05-14T12:14:45Z
GCA_903234185.1	External Id	SAMEA5159628
GCA_903234185.1	INSDC center name	SC
GCA_903234185.1	INSDC first public	2019-10-16T10:08:50Z
GCA_903234185.1	INSDC last update	2020-05-14T12:14:45Z
GCA_903234185.1	INSDC status	public
GCA_903234185.1	Submitter Id	27455_1#46
GCA_903234185.1	anonymized name	3852162
GCA_903234185.1	collection_date	2013
GCA_903234185.1	common name	yaws treponeme
GCA_903234185.1	geo_loc_name	Papua New Guinea
GCA_903234185.1	host_health_state	disease:yaws
GCA_903234185.1	isolation_source	skin lesion swab
GCA_903234185.1	sample_name	27455_1#46
GCA_903234185.1	scientific_name	Treponema pallidum subsp. pertenue
GCA_903234185.1	host	Homo sapiens
GCA_903234185.1	strain	R2-64919
GCA_903234185.1	substrain	JG8
GCA_903234185.1	subject id	UKTPA7632850
GCA_903234185.1	supplier_name	R2-64919
GCA_903234185.1	sub_species	pertenue
GCA_903234195.1	ArrayExpress-SPECIES	Treponema pallidum subsp. pertenue str. SamoaD
GCA_903234195.1	ENA-CHECKLIST	ERC000011
GCA_903234195.1	ENA-FIRST-PUBLIC	2019-10-16T10:08:50Z
GCA_903234195.1	ENA-LAST-UPDATE	2020-05-14T12:14:45Z
GCA_903234195.1	External Id	SAMEA5159600
GCA_903234195.1	INSDC center name	SC
GCA_903234195.1	INSDC first public	2019-10-16T10:08:50Z
GCA_903234195.1	INSDC last update	2020-05-14T12:14:45Z
GCA_903234195.1	INSDC status	public
GCA_903234195.1	Submitter Id	27455_2#39,29007_2#12
GCA_903234195.1	anonymized name	3852203
GCA_903234195.1	collection_date	2016
GCA_903234195.1	common name	yaws treponeme
GCA_903234195.1	geo_loc_name	Papua New Guinea
GCA_903234195.1	host_health_state	disease:yaws
GCA_903234195.1	isolation_source	skin lesion swab
GCA_903234195.1	sample_name	27455_2#39,29007_2#12
GCA_903234195.1	scientific_name	Treponema pallidum subsp. pertenue
GCA_903234195.1	host	Homo sapiens
GCA_903234195.1	strain	R7-PUT1-002
GCA_903234195.1	substrain	JG8
GCA_903234195.1	subject id	UKTPA7632891
GCA_903234195.1	supplier_name	R7-PUT1-002
GCA_903234195.1	sub_species	pertenue
GCA_903234205.1	ArrayExpress-SPECIES	Treponema pallidum subsp. pertenue str. SamoaD
GCA_903234205.1	ENA-CHECKLIST	ERC000011
GCA_903234205.1	ENA-FIRST-PUBLIC	2019-10-16T10:08:53Z
GCA_903234205.1	ENA-LAST-UPDATE	2020-05-14T12:14:45Z
GCA_903234205.1	External Id	SAMEA5159599
GCA_903234205.1	INSDC center name	SC
GCA_903234205.1	INSDC first public	2019-10-16T10:08:53Z
GCA_903234205.1	INSDC last update	2020-05-14T12:14:45Z
GCA_903234205.1	INSDC status	public
GCA_903234205.1	Submitter Id	27455_2#38,29007_2#11
GCA_903234205.1	anonymized name	3852202
GCA_903234205.1	collection_date	2016
GCA_903234205.1	common name	yaws treponeme
GCA_903234205.1	geo_loc_name	Papua New Guinea
GCA_903234205.1	host_health_state	disease:yaws
GCA_903234205.1	isolation_source	skin lesion swab
GCA_903234205.1	sample_name	27455_2#38,29007_2#11
GCA_903234205.1	scientific_name	Treponema pallidum subsp. pertenue
GCA_903234205.1	host	Homo sapiens
GCA_903234205.1	strain	R8-KOS-007
GCA_903234205.1	substrain	JG8
GCA_903234205.1	subject id	UKTPA7632890
GCA_903234205.1	supplier_name	R8-KOS-007
GCA_903234205.1	sub_species	pertenue
GCA_903469575.1	ArrayExpress-SPECIES	Treponema pallidum subsp. pertenue str. SamoaD
GCA_903469575.1	ENA-CHECKLIST	ERC000011
GCA_903469575.1	ENA-FIRST-PUBLIC	2019-10-16T10:08:53Z
GCA_903469575.1	ENA-LAST-UPDATE	2020-05-14T12:14:45Z
GCA_903469575.1	External Id	SAMEA5159620
GCA_903469575.1	INSDC center name	SC
GCA_903469575.1	INSDC first public	2019-10-16T10:08:53Z
GCA_903469575.1	INSDC last update	2020-05-14T12:14:45Z
GCA_903469575.1	INSDC status	public
GCA_903469575.1	Submitter Id	27455_1#38
GCA_903469575.1	anonymized name	3852154
GCA_903469575.1	collection_date	2016
GCA_903469575.1	common name	yaws treponeme
GCA_903469575.1	geo_loc_name	Papua New Guinea
GCA_903469575.1	host_health_state	disease:yaws
GCA_903469575.1	isolation_source	skin lesion swab
GCA_903469575.1	sample_name	27455_1#38
GCA_903469575.1	scientific_name	Treponema pallidum subsp. pertenue
GCA_903469575.1	host	Homo sapiens
GCA_903469575.1	strain	R7-KUN2-001
GCA_903469575.1	substrain	SE7
GCA_903469575.1	subject id	UKTPA7632842
GCA_903469575.1	supplier_name	R7-KUN2-001
GCA_903469575.1	sub_species	pertenue
GCA_903469595.1	ArrayExpress-SPECIES	Treponema pallidum subsp. pertenue str. SamoaD
GCA_903469595.1	ENA-CHECKLIST	ERC000011
GCA_903469595.1	ENA-FIRST-PUBLIC	2019-10-16T10:08:50Z
GCA_903469595.1	ENA-LAST-UPDATE	2020-05-14T12:14:45Z
GCA_903469595.1	External Id	SAMEA5159627
GCA_903469595.1	INSDC center name	SC
GCA_903469595.1	INSDC first public	2019-10-16T10:08:50Z
GCA_903469595.1	INSDC last update	2020-05-14T12:14:45Z
GCA_903469595.1	INSDC status	public
GCA_903469595.1	Submitter Id	27455_1#45,29007_2#4
GCA_903469595.1	anonymized name	3852161
GCA_903469595.1	collection_date	2014
GCA_903469595.1	common name	yaws treponeme
GCA_903469595.1	geo_loc_name	Papua New Guinea
GCA_903469595.1	host_health_state	disease:yaws
GCA_903469595.1	isolation_source	skin lesion swab
GCA_903469595.1	sample_name	27455_1#45,29007_2#4
GCA_903469595.1	scientific_name	Treponema pallidum subsp. pertenue
GCA_903469595.1	host	Homo sapiens
GCA_903469595.1	strain	R3-SAL-007
GCA_903469595.1	substrain	TD6
GCA_903469595.1	subject id	UKTPA7632849
GCA_903469595.1	supplier_name	R3-SAL-007
GCA_903469595.1	sub_species	pertenue
GCA_903469605.1	ArrayExpress-SPECIES	Treponema pallidum subsp. pertenue str. SamoaD
GCA_903469605.1	ENA-CHECKLIST	ERC000011
GCA_903469605.1	ENA-FIRST-PUBLIC	2019-10-16T10:08:53Z
GCA_903469605.1	ENA-LAST-UPDATE	2020-05-14T12:14:45Z
GCA_903469605.1	External Id	SAMEA5159621
GCA_903469605.1	INSDC center name	SC
GCA_903469605.1	INSDC first public	2019-10-16T10:08:53Z
GCA_903469605.1	INSDC last update	2020-05-14T12:14:45Z
GCA_903469605.1	INSDC status	public
GCA_903469605.1	Submitter Id	27455_1#39
GCA_903469605.1	anonymized name	3852155
GCA_903469605.1	collection_date	2013
GCA_903469605.1	common name	yaws treponeme
GCA_903469605.1	geo_loc_name	Papua New Guinea
GCA_903469605.1	host_health_state	disease:yaws
GCA_903469605.1	isolation_source	skin lesion swab
GCA_903469605.1	sample_name	27455_1#39
GCA_903469605.1	scientific_name	Treponema pallidum subsp. pertenue
GCA_903469605.1	host	Homo sapiens
GCA_903469605.1	strain	R2-106190
GCA_903469605.1	substrain	JG8
GCA_903469605.1	subject id	UKTPA7632843
GCA_903469605.1	supplier_name	R2-106190
GCA_903469605.1	sub_species	pertenue
